id,number,type,price
28193,967838,econom,8755
28194,382855,econom,14663
28195,329304,luxe,2544
28196,961392,standard,16320
28197,196722,econom,16830
28198,678282,econom,5208
28199,867133,econom,10111
28200,177940,econom,19412
28201,798577,econom,8273
28202,386878,luxe,14293
28203,570623,luxe,19906
28204,355863,standard,7069
28205,404501,econom,18138
28206,102630,standard,9711
28207,958462,luxe,9535
28208,185366,econom,2870
28209,339110,luxe,4527
28210,849379,luxe,1849
28211,307462,econom,18439
28212,573285,luxe,7444
28213,458300,econom,11145
28214,139608,luxe,8622
28215,939260,standard,16977
28216,652922,luxe,5989
28217,611299,standard,16361
28218,286629,econom,6012
28219,87281,luxe,5554
28220,11041,luxe,4263
28221,114332,standard,1542
28222,901426,luxe,13743
28223,19169,econom,15995
28224,903134,standard,10067
28225,825773,econom,18018
28226,60616,standard,15149
28227,800694,econom,14146
28228,865121,luxe,2732
28229,210388,standard,1388
28230,502589,econom,18550
28231,981065,luxe,8482
28232,790746,econom,3596
28233,920239,luxe,9025
28234,211781,econom,7421
28235,614937,luxe,11283
28236,951541,luxe,12319
28237,151740,standard,4070
28238,697508,standard,5703
28239,428336,luxe,3428
28240,23651,luxe,7951
28241,945209,luxe,17076
28242,817357,standard,1692
28243,237665,luxe,19149
28244,402032,standard,14673
28245,648702,econom,10456
28246,408891,luxe,6174
28247,68785,standard,2823
28248,353444,luxe,17901
28249,672572,standard,8968
28250,440123,luxe,16569
28251,860512,econom,4509
28252,806117,luxe,8709
28253,220680,standard,15023
28254,313107,luxe,12753
28255,498947,luxe,13822
28256,556626,econom,15002
28257,824942,luxe,19030
28258,722504,standard,16747
28259,661773,econom,16683
28260,327583,standard,17075
28261,791365,econom,3338
28262,917271,luxe,12565
28263,289438,econom,4084
28264,743809,standard,11546
28265,514054,econom,10921
28266,266421,luxe,13512
28267,107003,econom,6682
28268,337081,luxe,13205
28269,85466,luxe,18793
28270,525068,econom,7635
28271,258854,luxe,3229
28272,736626,econom,17227
28273,826188,econom,6516
28274,940711,standard,7409
28275,301406,econom,1290
28276,11579,standard,16202
28277,684315,econom,4000
28278,847171,econom,12461
28279,944868,standard,19708
28280,313722,standard,19990
28281,429518,standard,11941
28282,647712,econom,6292
28283,330550,luxe,15248
28284,227472,standard,9253
28285,630407,luxe,18247
28286,197514,standard,16059
28287,360652,standard,8175
28288,399885,econom,12930
28289,840629,econom,16888
28290,632014,standard,14640
28291,797734,luxe,17846
28292,80893,standard,1458
28293,227100,econom,2601
28294,478540,luxe,18116
28295,196529,luxe,5018
28296,563251,econom,18892
28297,452019,standard,16027
28298,706682,luxe,4333
28299,382361,luxe,6157
28300,888251,econom,16267
28301,935514,econom,18376
28302,34595,standard,16125
28303,169718,econom,8896
28304,80802,econom,7096
28305,403635,luxe,9015
28306,273675,econom,7764
28307,154258,econom,5656
28308,526348,luxe,10749
28309,342779,luxe,12740
28310,266780,standard,13553
28311,777907,econom,6635
28312,812072,standard,6473
28313,291082,econom,1980
28314,998648,standard,17119
28315,952448,standard,4433
28316,751765,luxe,15570
28317,973752,econom,3898
28318,383668,luxe,8191
28319,821516,luxe,18907
28320,882167,econom,11931
28321,564723,standard,17198
28322,178827,luxe,18711
28323,833729,econom,7070
28324,38360,standard,13032
28325,909323,luxe,14100
28326,146110,luxe,2242
28327,845661,standard,5214
28328,470735,luxe,1881
28329,602651,econom,17451
28330,872432,econom,8521
28331,584164,luxe,6565
28332,706080,luxe,8504
28333,907196,standard,14688
28334,13360,standard,8465
28335,234474,luxe,15714
28336,755644,econom,8880
28337,38588,econom,13157
28338,873318,luxe,4658
28339,740466,luxe,14977
28340,301614,luxe,18001
28341,919197,econom,13293
28342,191405,luxe,17615
28343,551742,luxe,19434
28344,173292,luxe,13647
28345,855086,luxe,8885
28346,828007,econom,2241
28347,441956,luxe,19804
28348,939974,standard,7878
28349,600802,luxe,2293
28350,712280,luxe,10358
28351,654302,luxe,8236
28352,943854,luxe,1773
28353,183406,econom,2004
28354,687028,standard,11560
28355,670646,econom,8145
28356,439488,econom,12534
28357,805390,econom,18361
28358,674561,luxe,3996
28359,149242,standard,11662
28360,831254,econom,18503
28361,471689,luxe,3799
28362,494132,luxe,15293
28363,237900,econom,15652
28364,173505,standard,18261
28365,739224,standard,8242
28366,556881,standard,19386
28367,563358,luxe,13458
28368,164327,standard,7512
28369,414669,standard,7222
28370,771109,luxe,12216
28371,796530,luxe,15067
28372,176096,luxe,15367
28373,310433,standard,3813
28374,742388,standard,1897
28375,893856,econom,16349
28376,221340,standard,2008
28377,555868,standard,11586
28378,62205,luxe,8784
28379,855729,standard,8944
28380,182414,econom,8334
28381,83459,standard,3842
28382,670,econom,19201
28383,611121,econom,5255
28384,623277,standard,14236
28385,418907,luxe,6401
28386,379027,econom,14607
28387,647696,luxe,3262
28388,766580,luxe,16211
28389,831793,econom,15148
28390,260075,luxe,7077
28391,84299,standard,4238
28392,55278,standard,5199
28393,613676,standard,12065
28394,495051,standard,8671
28395,360822,econom,13079
28396,292665,econom,12412
28397,314442,econom,15309
28398,348158,econom,17126
28399,450213,econom,15540
28400,830167,luxe,10118
28401,597865,luxe,10618
28402,492156,luxe,2855
28403,192202,luxe,3496
28404,435489,luxe,4430
28405,835861,luxe,9968
28406,77590,luxe,7195
28407,555759,luxe,16028
28408,617452,standard,10988
28409,972326,econom,10643
28410,951140,luxe,14975
28411,305087,econom,8817
28412,541889,econom,5542
28413,863460,econom,17635
28414,233433,econom,17215
28415,150810,standard,7800
28416,298989,econom,4825
28417,307892,standard,3442
28418,548816,econom,6372
28419,489508,standard,8147
28420,414378,standard,13918
28421,764659,luxe,2346
28422,539575,luxe,13314
28423,655109,econom,4423
28424,780699,standard,1749
28425,870186,econom,6197
28426,836614,standard,1958
28427,700291,luxe,17506
28428,717230,luxe,15632
28429,212110,econom,17784
28430,658049,standard,3721
28431,420391,luxe,19145
28432,560003,econom,14079
28433,101373,standard,14320
28434,218362,standard,7616
28435,965950,luxe,19889
28436,106938,luxe,8413
28437,209861,econom,13573
28438,513205,luxe,2448
28439,134514,standard,11852
28440,983430,luxe,7716
28441,77023,econom,16622
28442,955984,luxe,8229
28443,284664,luxe,2616
28444,888320,econom,9240
28445,335926,luxe,1423
28446,998071,econom,14436
28447,652791,luxe,12777
28448,588760,standard,17714
28449,156175,standard,10969
28450,251167,luxe,4302
28451,284139,luxe,11488
28452,722347,standard,12593
28453,693817,luxe,2327
28454,387181,luxe,15085
28455,561764,econom,14689
28456,65831,luxe,4313
28457,796818,econom,19884
28458,136479,standard,13745
28459,395118,luxe,14615
28460,22218,econom,11182
28461,338755,luxe,17848
28462,33265,econom,16500
28463,326261,standard,11937
28464,9067,econom,10773
28465,403697,econom,7247
28466,551820,econom,17170
28467,599975,econom,15584
28468,135773,econom,13256
28469,679345,luxe,7126
28470,78071,luxe,1224
28471,4132,luxe,11180
28472,557005,luxe,18340
28473,516232,econom,17295
28474,586033,luxe,15917
28475,35304,luxe,4924
28476,722058,luxe,12270
28477,417663,econom,17411
28478,681012,luxe,7559
28479,166487,luxe,11560
28480,965796,luxe,9283
28481,289080,luxe,14877
28482,356365,econom,6541
28483,927526,luxe,17557
28484,272767,standard,2830
28485,766241,luxe,4309
28486,289920,standard,3003
28487,106104,econom,1918
28488,485368,econom,6828
28489,527208,econom,9466
28490,696076,econom,5050
28491,986228,standard,13274
28492,987965,econom,18194
28493,230618,econom,12745
28494,281573,luxe,11654
28495,644888,luxe,17509
28496,739300,luxe,10041
28497,649512,econom,11772
28498,430986,luxe,15643
28499,936205,econom,18997
28500,798640,luxe,4510
28501,528273,econom,18202
28502,300931,econom,9219
28503,972541,luxe,12042
28504,616289,econom,10834
28505,895479,luxe,14190
28506,153706,standard,16070
28507,897344,econom,3519
28508,909461,standard,7546
28509,92880,econom,13373
28510,627142,standard,5056
28511,783385,econom,12862
28512,684615,luxe,17238
28513,991715,luxe,4884
28514,601870,standard,2532
28515,36769,standard,18647
28516,870040,econom,10080
28517,934508,econom,2072
28518,467447,luxe,11461
28519,933497,luxe,2645
28520,791642,econom,11284
28521,812708,econom,19733
28522,772542,standard,15700
28523,497906,standard,6513
28524,294116,luxe,4227
28525,151537,standard,2624
28526,75852,luxe,14731
28527,386215,econom,17745
28528,235708,econom,5368
28529,69455,luxe,13871
28530,248227,econom,1971
28531,169409,standard,9428
28532,567818,standard,2297
28533,252356,standard,5823
28534,965144,standard,17575
28535,41032,standard,2027
28536,332720,luxe,5590
28537,945524,luxe,17584
28538,268399,luxe,18432
28539,745797,econom,18800
28540,475390,standard,18437
28541,409509,econom,10449
28542,72858,standard,3343
28543,60307,luxe,4736
28544,575094,standard,17330
28545,656334,luxe,9322
28546,390870,luxe,12704
28547,945742,luxe,12662
28548,795163,econom,4871
28549,662108,econom,3641
28550,23234,econom,11672
28551,829400,econom,16289
28552,678247,econom,15548
28553,523354,luxe,16390
28554,483344,luxe,19958
28555,174529,standard,8146
28556,648550,econom,2970
28557,505536,luxe,17232
28558,121046,standard,13033
28559,800922,econom,6811
28560,738740,standard,5193
28561,202774,econom,19779
28562,606434,econom,2525
28563,907462,standard,12128
28564,453436,econom,7258
28565,283187,luxe,9610
28566,584297,luxe,4202
28567,212837,standard,13851
28568,322818,econom,1123
28569,287931,luxe,15442
28570,313622,luxe,2067
28571,496331,luxe,13239
28572,399851,standard,6783
28573,936876,standard,6270
28574,376305,standard,7710
28575,12233,standard,17174
28576,524939,econom,8329
28577,334362,luxe,4179
28578,599442,standard,18655
28579,276492,luxe,12911
28580,821359,luxe,11624
28581,773142,luxe,5638
28582,182809,luxe,16428
28583,251595,standard,10104
28584,850858,standard,16203
28585,548696,econom,9650
28586,351395,luxe,15827
28587,867904,econom,1161
28588,233843,econom,16771
28589,20310,luxe,5738
28590,779491,luxe,13703
28591,770315,econom,10428
28592,631982,standard,11227
28593,314261,econom,8899
28594,350245,luxe,19802
28595,375876,econom,18107
28596,81019,econom,4499
28597,688244,standard,5612
28598,950418,econom,8765
28599,356982,luxe,2071
28600,261082,luxe,9314
28601,9285,standard,17815
28602,128300,standard,11887
28603,437124,standard,19564
28604,267505,luxe,18729
28605,114395,luxe,6907
28606,687022,luxe,18884
28607,159607,standard,10024
28608,45943,econom,1578
28609,747682,standard,8853
28610,432823,standard,17894
28611,399288,econom,2616
28612,384418,luxe,14407
28613,64617,standard,16584
28614,371938,econom,1762
28615,196573,econom,17917
28616,954852,standard,3623
28617,167367,standard,10779
28618,707391,standard,8932
28619,67880,econom,12134
28620,662313,standard,18936
28621,694708,econom,13823
28622,949156,standard,4465
28623,868529,luxe,13372
28624,439609,standard,2890
28625,431531,econom,8243
28626,641481,standard,12386
28627,376390,econom,11759
28628,156817,luxe,12136
28629,16445,luxe,14869
28630,971444,standard,3813
28631,850901,standard,4727
28632,224389,luxe,11515
28633,856249,luxe,5045
28634,384823,luxe,17751
28635,718205,econom,1345
28636,347754,standard,17441
28637,70602,luxe,9350
28638,387183,luxe,4011
28639,317509,standard,10770
28640,402503,econom,7769
28641,547464,luxe,3597
28642,41568,econom,9100
28643,329868,standard,19979
28644,289293,econom,12597
28645,515242,luxe,14058
28646,388028,econom,16029
28647,4714,econom,12215
28648,68733,luxe,17051
28649,151504,standard,9248
28650,896829,luxe,2684
28651,615602,econom,8453
28652,351479,standard,7905
28653,572336,econom,19264
28654,178378,econom,18853
28655,717531,econom,10215
28656,186959,standard,7572
28657,922216,luxe,8265
28658,696032,econom,17212
28659,340907,luxe,2337
28660,586831,standard,14207
28661,117101,standard,3208
28662,336364,econom,17573
28663,736047,luxe,1468
28664,913030,standard,13251
28665,912171,econom,11133
28666,496612,econom,6990
28667,323426,econom,11817
28668,183412,econom,13351
28669,752641,standard,9525
28670,534246,econom,10323
28671,42054,econom,9990
28672,743403,econom,16021
28673,697914,luxe,1552
28674,170196,econom,9082
28675,514555,standard,5267
28676,331787,standard,3717
28677,868209,standard,6627
28678,556192,standard,19707
28679,581546,econom,16781
28680,769215,standard,5222
28681,744351,luxe,16284
28682,978591,standard,15975
28683,685370,luxe,4137
28684,382697,standard,12004
28685,462891,luxe,12191
28686,678909,econom,19746
28687,399362,luxe,17200
28688,564903,standard,16234
28689,826019,standard,19864
28690,344143,luxe,6796
28691,567419,standard,7337
28692,240259,econom,14478
28693,503198,luxe,7936
28694,304688,econom,3547
28695,828108,econom,19387
28696,508247,econom,15359
28697,984598,luxe,5409
28698,20264,econom,3894
28699,201608,standard,10070
28700,401938,standard,8573
28701,740671,luxe,14537
28702,292788,standard,3034
28703,511172,econom,19636
28704,712373,econom,15629
28705,535038,luxe,10197
28706,986257,luxe,4781
28707,421787,econom,1353
28708,902844,standard,18979
28709,414200,luxe,18048
28710,357406,econom,19726
28711,873670,standard,1036
28712,507704,econom,13256
28713,571306,luxe,18242
28714,575493,luxe,13945
28715,450757,econom,13547
28716,347787,standard,17925
28717,26388,standard,19772
28718,589944,luxe,8887
28719,401168,luxe,3888
28720,467801,econom,7967
28721,209831,econom,8491
28722,470925,standard,11472
28723,886250,standard,4222
28724,975757,standard,17934
28725,337285,econom,6757
28726,312224,econom,8166
28727,453600,econom,15890
28728,469692,luxe,7868
28729,968130,standard,15672
28730,891568,econom,15158
28731,661129,standard,18576
28732,530006,standard,3666
28733,801924,econom,13167
28734,710982,econom,16437
28735,895893,luxe,12975
28736,879791,econom,11911
28737,174222,econom,2696
28738,964232,luxe,19387
28739,785407,luxe,1247
28740,974112,luxe,9331
28741,378405,standard,1385
28742,697323,econom,11938
28743,622453,standard,16682
28744,187668,luxe,15226
28745,226827,econom,15485
28746,617716,luxe,5993
28747,365762,standard,2721
28748,826838,luxe,9658
28749,244190,econom,10362
28750,99430,standard,8261
28751,903863,econom,14921
28752,335444,luxe,9394
28753,52516,luxe,1570
28754,106121,econom,10526
28755,232365,standard,3506
28756,81534,luxe,1736
28757,731732,luxe,16632
28758,351583,luxe,15132
28759,978094,standard,18308
28760,10809,econom,4584
28761,993301,luxe,8068
28762,941604,standard,19773
28763,700822,luxe,10693
28764,712260,econom,18110
28765,715432,standard,4930
28766,739779,econom,17791
28767,129160,standard,4289
28768,913713,luxe,16449
28769,189404,luxe,9157
28770,149571,luxe,5384
28771,411223,econom,8698
28772,130797,econom,15219
28773,908789,econom,19789
28774,442504,luxe,17983
28775,109112,luxe,12876
28776,810133,standard,9675
28777,674522,econom,12971
28778,505207,econom,19763
28779,912996,econom,10308
28780,788346,econom,19372
28781,643272,standard,1819
28782,837893,econom,18090
28783,40283,luxe,10968
28784,603262,luxe,16720
28785,742106,standard,6736
28786,656426,econom,11891
28787,443766,luxe,19677
28788,837247,luxe,1406
28789,188695,luxe,12800
28790,821097,standard,15205
28791,243426,luxe,2987
28792,189389,standard,7745
28793,455004,luxe,12234
28794,888484,econom,4246
28795,182104,standard,16839
28796,66427,standard,7280
28797,363847,econom,9163
28798,706662,standard,16972
28799,603315,standard,15710
28800,604945,standard,9426
28801,240593,luxe,19534
28802,145585,luxe,12060
28803,589822,standard,19764
28804,554094,luxe,4591
28805,152334,econom,18080
28806,641707,econom,2032
28807,145381,econom,7716
28808,380138,econom,12176
28809,848635,econom,7629
28810,455451,luxe,2186
28811,623163,econom,6926
28812,663912,econom,5053
28813,124136,econom,16299
28814,860995,standard,10112
28815,155796,econom,4465
28816,670899,econom,6448
28817,141905,luxe,2335
28818,206444,luxe,17082
28819,81208,standard,12822
28820,955828,econom,16171
28821,542942,econom,9032
28822,976786,econom,19140
28823,727089,econom,13355
28824,486985,standard,5908
28825,213001,econom,15249
28826,398710,econom,14640
28827,854614,econom,8645
28828,255126,econom,12723
28829,455250,luxe,11026
28830,448470,econom,10461
28831,913777,luxe,8180
28832,229903,econom,11255
28833,423491,standard,8056
28834,763165,luxe,11647
28835,554399,luxe,14905
28836,212580,econom,1144
28837,796275,econom,3265
